Aggaren	NE
Aggenbach	NE
Agnes	NE
Agneta	NE
Agnete	NE
Agnête	NE
Agomennon	NE
Agon	NE
Agravens	NE
Agrentîn	NE
Agrest	NE
Agrippa	NE
Agrippina	NE
Ahab	NE
Ahimelech	NE
Ahtelsbach	NE
Ahèim	NE
Aiguesmortes	NE
Aindorf	NE
Ainmirat	NE
Aiuno	NE
Ajax	NE
Ajûne	NE
Ake	NE
Akers	NE
Al(e)rîch	NE
Al-brëht	NE
Al-bër(e)	NE
Alagrevîe	NE
Alan	NE
Aland	NE
Alania	NE
Alaricus	NE
Alb-hart	NE
Alb-hèim	NE
Alb-rîch	NE
Alban	NE
Albana	NE
Albane	NE
Albania	NE
Albanus	NE
Alberth	NE
Alberîch	NE
Albonie	NE
Albrand	NE
Albrëht	NE
Alchamus	NE
Alchimus	NE
Alco	NE
Alda	NE
Aldarot	NE
Alebert	NE
Aleke	NE
Alemandîn	NE
Alemann	NE
Alemanne	NA
Alemannia	NE
Alemannus	NE
Alerie	NE
Alexander	NE
Alexandria	NE
Alexandrîe	NE
Alf	NE
Alfabîn	NE
Alfatones	NE
Alfenor	NE
Alfeus	NE
Alfrick	NE
Alfter	NE
Algaphiles	NE
Algarich	NE
Algasiles	NE
Alges-hûsen	NE
Alhèid	NE
Alibata	NE
Alimus	NE
Alinus	NE
Alischanz	NE
Alise	NE
Alktebele	NE
Allecto	NE
Almachius	NE;FM
Almadian	NE
Almarie	NE
Almenia	NE
Almer	NE
Almeria	NE
Almerîch	NE
Almice	NE
Almânje	NE
Aloes	NE
Alpershover	NE
Alpheus	NE
Alrich	NE
Alrôt	NE
Alsnack	NE
Alt-hèim	NE
Alte	NE
Alteclêre	NE
Altegunde	FM
Alten-burg	NE
Alten-bërg	NE
Alten-münster	NE
Altena	NE
Altens-dorf	NE
Alteon	NE
Alterot	NE
Altissimus	NE
Altvil	NA
Alv	NE
Alzna	NE
Alzèi	NE
Alzèie	NE
Alzèier(e)	NA
Alèid	NE
Am-mann	NA
Amalachite	NA
Amalech	NE
Amalfi	NE
Amana	NE
Amanas	NE
Amandus	FM
Amarezur	NE
Amasa	NE
Amazon	NE;NA
Amazonia	NE
Amazonien-land	NE
Ambesser	NE
Ambrosius	NE
Amel-rîch	NE
Amelgêr	NE
Amelolt	NE
Amelung	NE;NA
Amelîe	NE
Amelôt	NE
Amenosis	NE
Amenta	NE
Aminadab	NE
Amminadap	NE
Ammirat	NE
Ammo	FM
Ammon	NE
Ammonet	NA
Ammonite	NE
Ammonius	FM
Amolophis	NE
Amon	NE
Amoreus	NE
Amorreus	NE
Amos	NE
Ampelgart	NE
Ampering	NA
Ampflîse	NE
Ampregalt	NE
Amram	NE
Amur	NE
Amurafël	NE
Amîs	NE
Anania	NE
Ananias	NE
Anastasia	NE
Anastasius	NE
Anatholia	NE
Anatole	NE
Anchises	NE
Andernache	NE
Andernacher(e)	NA
Andreas	NE
Andres	NE
Andriâ	NE
Andriès	NE
Androcheus	NE
Androines	NE
Andromacha	NE
Andronicus	NE
Andrê	NE
Anech	NE
Aneschouwe	NE
Anfortas	NE
Angulus	FM
Anhoch	NE
Anise	NE
Ankône	NE
Anna	NE
Annas	NE
Anne	NE
Anno	NE
Anphimacus	NE
Anphyon	NE
Anschevîn	NA
Anschouwe	NE
Anseis	NE
Anselm	NE
Anselmus	NE
Ansem	NE
Anseîs	NE
Ansgir	NE
Ansgis	NE
Anshelm	NE
Anshëlm	NE
Antalopus	NA
Antel	NE
Antelin	NE
Antenor	NE
Antenoridas	NE
Anteros	FM
Anthenor	NE
Anthichêus	NE
Antholia	NE
Anthomus	NE
Anthonius	NE
Antichrist	NE
Antichristus	NE
Antides	NE
Antigones	NE
Antigonus	NE
Antilocus	NE
Antioch	NE
Antiocha	NE
Antiochia	NE
Antiochius	NE
Antiochus	NE
Antipater	NE
Antipus	NE
Antoir	NE
Antonia	NE
Antoniel	NE
Antoninus	NE
Antonius	NE
Antwerp	NE
Anubion	NE
Anze	NE
Aonie	NE
Apamia	NE
Apemen	NE
Apia	NE
Apokalipsis	NE
Apolda	NE
Apollinaris	NE
Apollo	NE
Apollonia	NE
Apollonius	NE
Appamena	NE
Appen-hèimer(e)	NA
Appenninî	NE
Appia	NE
Appollinart	NE
Appulia	NE
April	NE
Apulia	NE
Apûlîâ	NE
Aquila	NE
Aquilèia	NE
Ar(e)wèiz-gazze	NE
Ar(e)wîler(e)	NE
Ar-bërg	NE
Arabel	NE
Araber(e)	NA
Arabes	NA
Arabia	NE
Arabite	NA
Arabs	NE
Arabî	NE
Arabîa	NE
Arabîe	NE
Arabîe(n)	NE
Arabîten	NE
Aram	NE
Aran	NE
Arantum	NE
Ararat	NE
Ararât	NE
Aras	NE
Arator	NE
Arbas	NE
Arbazan	NE
Arbeis	NE
Arbërg	NE
Arcadius	NE
Archamacha	NE
Archelaus	NE
Archilaus	NE
Archilogus	NE
Architriklin	NE
Are	NE
Arenstèin	NE
Arenvèls	NE
Aresse	NE
Aretusa	NE
Arfaxat	NE
Argentina	NE
Argeus	NE
Argun	NE
Argus	NE
Arguwe	NE
Arialt	NE
Arides	NE
Arimathia	NE
Arimespus	NE
Arinthos	NE
Arioch	NE
Arioth	NE
Arisan	NE
Arisban	NE
Aristarchus	NE
Aristoteles	NE
Arius	NE
Arkadia	NE
Arkadius	NE
Arkas	NE
Arl	NE
Arm-lëder	NE
Armenia	NE
Armenie	NE
Armenie(n)	NE
Armenie(n)-lant	NE
Armenius	NE
Armenièr(e)	NA
Armodius	NE
Arn	NE
Arn-stat	NE
Arn-stèin	NE
Arnes-bërg	NE
Arnold	NE
Arnoldeshagen	NE
Arnolf	NE
Arnolv	NE
Arnual	NE
Arnulf	NE
Arphaxad	NE
Arphaxat	NE
Arpon	NE
Arra	NE
Arragûn	NE
Arragûnèis	NA
Arraz	NE
Arrianus	NA
Arrius	NE
Arrîus	NE
Arsaces	NE
Arsburg	NE
Arschèid	NE
Arsenius	NE
Artaxerses	NE
Arthan	NE
Artus	NE
Artûs	NE
Arundêl(e)	NE
Arvelle	NE
Arysse	NE
Arzem	NE
Arîolus	NE
Arîse	NE
Arôêl	NE
As-bach	NE
Asa	NE
Asarias	NE
Asarinas	NE
Asbach	NE
Ascalafus	NE
Aschaffenburg	NE
Aschalafer	NE
Aschalbaies	NE
Aschalofius	NE
Aschalon	NE
Aschèimer	NE
Aser	NE
Ashûsen	NE
Asia	NE;NA
Asiam	NE
Aspele	NE
Aspriân	NE
Assandrus	NE
Asser	NE
Assiria	NE
Assueus	NE
Assur	NE
Assyria	NE
Assyrius	NA
Astarot	NE
Astolt	NE
Astrolâbîus	NE
Aswêres	NE
Aternantes	NE
Athanasius	NE
Athenae	NE
Athlantis	NE
Athâliâ	NE
Athên	NE
Athêne	NE
Athênâs	NE
Athîs	NE
Atlas	NE
Atren-biuren	NE
Atschier	NE
Atten-tal	NE
Attika	NE
Atto	NE
Atus	NE
Audifax	NE
Aug-hèim	NE
Augee	NE
Augs-burg	NE
Augs-burger(e)	NA
Augusta	NE
Augustin	NE
Augustinus	NE
Augusto	FM
Augustus	NE;NA
Augustîn	NE
Aunân	NE
Aurach	NE
Aurelianus	NE
Auster	NE
Ava	NE
Avalon	NE
Avenia	NE
Avens	NE
Avenîs	NE
Avestroit~mâvoiê	NE
Avignon	NE
Avitus	NE
Azagouc	NE
Azaria	NE
Azarias	NE
Azarîas	NE
Azoma	NE
Azomen-land	NE
Azonis	NE
Azor	NE
Azota	NE
Azzenbërg	NE
Baben-bërg	NE
Babillus	NE
Babilonia	NE
Babilonie	NE
Babilonien	NE
Babilô(n)	NE
Babilôn	NA
Babilône	NE
Babilônia	NE
Babilônie	NE
Babilônier(e)	NA
Babilôniè	NE
Babylonie	NE
Bacchide	NE
Bacchides	NE
Bach-hèim	NE
Bacherach	NE
Bachhèim	NE
Bachus	NE
Baden	NE
Baden-hèimer(e)	NE
Baduwieres	NE
Baer	NE
Baerleich	--
Baerlèich	--
Baier-lant	NE
Baktria	NE
Bala	NE
Balaam	NE
Balac	NE
Balach	NE
Balde-mann	NE
Balde-wîn	NE
Baldegunda	FM
Balden-wëg	NE
Balder	NE
Baldeshûsen	NE
Baldewin	NE
Baldewîn	NE
Balding	NA
Balgares	NE
Balgehèim	NE
Balmung	--
Baltasar	NE
Baltram	NE
Balziël	NE
Bam-bërg	NE
Banaa	NE
Banaias	NE
Bananias	NE
Baptista	NE;NA
Baptistae	FM
Baptiste	NE
Barachias	NE
Barachiel	NE
Barachien	NE
Barathrum	NE
Barbara	NE
Barbaras	NE
Barbigoèl	NE
Bardo	NE
Bardus	NE
Bari	NE
Bariona	NE
Barnabas	NE
Barrabas	NE
Barrabân	NE
Bart	NE
Barthimeus	NE
Bartholomeus	NE;FM
Basan	NE
Basanzi	NE
Basel	NE
Baseler(e)	NA
Bashan	NE
Basias	NE
Basile	NE
Basiles	NE
Basilianus	FM
Basilica	NE
Basilides	NE
Basilistium	NE
Basilius	NE
Basilâ	NE
Bassenhèim	NE
Bassus	NE;FM
Basîlîus	NE
Batra	NE
Batuel	NE
Batulus	NE
Bazanza	NE
Bazzouwe	NE
Be-gozzen-brôt	NE
Be-lochus	NE
Be-rosus	NE
Be-thulia	NE
Beatrise	NE
Beatrix	NE
Beatusbërg	NE
Bebilin	NE
Bechelâren	NE
Beda	NE
Bedbur	NE
Belacâne	NE
Belata	NE
Beldershèim	NE
Beler	NE
Belgeren	NE
Belial	NE
Bellowîs	NE
Belma	NE
Belmunt	NE
Belzebub	NE
Belîn	NE
Beme	NE
Benbach	NE
Benedict	NE
Benedictus	NE
Benedikt	NE
Benediktus	NE
Benesis	NE
Benevente	NE
Beneventum	NE
Beneventân	NE
Benigne	NE
Benignus	NE
Benjamin	NE
Benjamîn	NE
Benomin	NE
Berenbach	NE
Berenike	NE
Berewart	NE
Berhertinne	NE
Berhtolveshèim	NE
Berien	NE
Berihtum	NE
Berika	NE
Beringêr	NE
Beringër	NE
Berke	NE
Bermund	NE
Bernand	NE
Bernger	NE
Berngêr	NE
Bernhardus	NE
Bernkastel	NE
Bernlape	NE
Bernsole	NE
Bersabê	NE
Bertenois	NA
Bertin	NE
Bertûn	NA
Berwares	NE
Besech	NE
Beselehel	NE
Besolt	NE
Besselich	NE
Bethania	NE
Bethel	NE
Bethleem	NE
Bethphage	NE
Bethphagia	NE
Bethphagie	NE
Bethsaida	NE
Bethulia	NE
Betica	NE
Betsaida	NE
Betulia	NE
Biber-bach	NE
Biberbach	NE
Bibinella	NE
Biblium	NE
Bickenbach	NE
Biengen	NE
Bienger(e)	NA
Bienze-vëld	NE
Bignot	NE
Bil-stèin	NE
Bilibetes	NE
Bilisen	NE
Billung	NE
Binabël	NE
Binder(e)s-louben	NE
Bing	NE
Bingen	NE
Binisen	NE
Bint-hèim	NE
Binz-bërger(e)	NA
Binôse	NE
Bionîe	NE
Birgel	NE
Birgestat	NE
Birke-bërg	NE
Birke-dorf	NE
Birke-dörfinne	NE
Birkelin	FM
Birkelîn	NE
Birken-sê	NE
Birkensdorf	NE
Birkenvëld	NE
Birkenære	NE
Birresborn	NE
Birsche	NE
Birsmich	NE
Birzen-acker	--
Bisantiam	NE
Bisantîâ	NE
Bischoves-bach	NE
Bischoves-hèim	NE
Bisenzun	NE
Bisinzo	NE
Biteburg	NE
Biterne	NE
Biterner(e)	NA
Biterung	NE
Bithynia	NE
Bitrolf	NE
Bitterolt	NE
Bittina	NE
Biun-bach	NE
Biunte	--
Biuren	NE
Bizantium	NE
Bizaze	NE
Blach	--
Blankart	NE
Blanken-bërg	NE
Blanken-stèin	NE
Blankenbërg	NE
Blankenhèim	NE
Blankenrôt	NE
Blankland	NE
Blanscandîz	NE
Blanschandiz	NE
Blanschandîz	NE
Blanscheflûr	NE
Blanschemanîs	NE
Blanzeflors	NE
Blanzeflôrs	NE
Blasius	NE
Blasî	NE
Blaterer	NE
Bliden-stèin	NE
Blidenstat	NE
Bliuwel-mate	--
Bloèdelîn	NE
Bluomen-bërg	NE
Bluomi	NE
Blâsius	NE
Blèiche	--
Blôdel	NE
Bobarte	NE
Bobe	NE
Boben-bërg	NE
Bocbarte	NE
Bodechen	NE
Bodem	NE
Bodem-sê	NA
Bodem-sêw	NE
Bodian	NE
Boehart	NE
Boetes	NE
Boetius	NE
Boeze	NE
Boimunt	NE
Bolanden	NE
Bolchen	NE
Bollebecher	NE
Bologna	NE
Bolonie	NE
Bomershèim	NE
Bomesheitis	NE
Bon-dorf	NE
Bonaventura	NE
Bonefar	NE
Bonifacius	NE
Bonifait	NE
Bonifatius	NE
Bonifazius	NE
Bonoames	NE
Bonosus	NE
Bonthart	NE
Booz	NE
Bopfinger	NE
Boppart	NE
Bor-hohe	NE
Boreas	NE
Bores	NE
Borhohe	NE
Born	NE
Bosche	NE
Botelung	NE
Boten-bach	NE
Botina	NE
Botten-stèin	NE
Botting	NA
Boum-bach	NE
Boum-burg	NE
Boumelîn	--
Bove	NE
Boze	NE
Bozel	NE
Bozen	NE
Boèmund	NE
Boëtius	NE
Brabander(e)	NA
Brahmunt	NE
Brandanus	NE
Brandenburg	NE
Brandenbërg	NE
Brandmèier	NE
Brandschèid	NE
Brangæne	NE
Brasiacus	NE
Brechmunda	NE
Breitenstein	NE
Breme	NE
Brendelîn	NE
Brenne	NE
Bresburg	NE
Briccius	NE
Brice	NE
Brichsen	NE
Brigida	FM
Brigide	NE
Brimelære	NE
Brische	NE
Briseida	NE
Briseis	NE
Brises	NE
Brissân	NE
Britanja	NE
Britanje	NE
Britanjen-lant	NE
Britannia	NE;FM
Britanniâ	NE
Brittanne	NE
Britte	NE;NA
Britten	NE
Brittun	NA
Britânien	NE
Britûn	NE
Briuzel	NE
Brièsche	NE
Brombacher(e)	NA
Bronesbërg	NE
Broègelîn	NE
Bruch	NE
Bruchhûsen	NE
Bruge	--
Brundosium	NE
Brunnebach	NE
Bruno	FM
Bruoch	NE
Brâbant	NE;NA
Brâchmânde	NE
Brâge	NE
Brècken-hèimer	NE
Brèit-bach	NE
Brèitbach	NE
Brèite-rot	NE
Brèiten-buoch(e)	NE
Brèiten-stèiner	NE
Brèiten-wèider(e)	NA
Brèndære	NE
Brènnære	NE
Brèsburg	NE
Brèziljân	NE
Brêmund	NE
Brëchmunda	NE
Brëme	NE
Brînus	NE
Brîs-göuwe	NE
Brîs-göuwer(e)	NA
Brîs-göuwerinne	NA
Brîsach	NE
Brîsache	NE
Brîsgouw	NE
Brîsiche	NE
Brîsing	NE
Brîsinger(e)	NA
Brîsingerinne	NA
Brôbarz	NE
Brögelin	NE
Brû-bach	NE
Brûbach	NE
Brûn	NE
Brûn-wart	NE
Brûne	NE
Brûnenbërg	NE
Brûnes-wîk	NE
Brûnesbërg	NE
Brûneshorn	NE
Brûneswik	NE
Brûno	NE
Brûse	NE
Brûtus	NE
Brü^ning	NE
Brügg-bërg	NE
Brügg-mèier	NE
Brüèl	--
Brüèler	NE
Bubenhèim	NE
Buch	NE
Bucival	NE
Bucke	NE
Buckel	NE
Budelen-bërg	NE
Budeling	NA
Budelingen	NE
Buggen-riuti	NE
Bugging	NA
Buize	NE
Bulenbërg	NE
Bulgarie	NE
Bulgrîe	NE
Bunne	NE
Bunnechen	NE
Bunnegöuwer(e)	NA
Bunnensis	FM
Bunner(e)	NA
Buntauge	NE
Buoch	NE
Buoch-hèim	NE
Buochen	NE
Burcardus	FM
Bure	NE
Burg-hart	NE
Burg-hûsen	NE
Burg-ouwe	NE
Burgentrîche	NE
Burgeshèim	NE
Burghart	NE
Burgunde	NA
Burgunden	NE
Burgunder(e)	NA
Burgundîâ	NE
Burgô	NE
Burnenbach	NE
Burschît	NE
Bursten-dorf	NE
Buscher(e)	NA
Busen-bërg	NE
Butifar	NE
Buzival	NE
Bysan	NE
Bysanze	NE
BÉrlèich	--
BÉzzing	NA
BÉzzinger(e)	NA
Bâbillus	FM
Bâre	NE
Bèchele	NE
Bècheler(e)	NA
Bècheli	NE
Bèging	NE
Bèien	NE
Bèier	NE;NA
Bèier(e)	NA
Bèier(e)n	NE
Bèier(en)	NE
Bèier-lant	NE
Bèier-riut	NE
Bèiginc	NE
Bèitscher	NE
Bèièr(e)	NA
Bèler	NE
Bènd	--
Bèndîn	NE
Bèngeler	NE
Bèrht	NE
Bèrin-gêr	NE
Bèschen	NE
Bèthel	NE
Bérnhart	NE
Bêalzenân	NE
Bêatrîs	NE
Bêda	NE
Bêhèim	NE;NA
Bêhèim-lant	NE
Bêhèimer(e)	NA
Bêlære	NE
Bêrigen	NE
Bêthlehêm	NE
Bêthlêhêm	NE
Bêâcurs	NE
Bër(e)n-dorf	NE
Bërengêr	NE
Bërg	NE
Bërg-hoven	NE
Bërg-hèim	NE
Bërg-hûsen	NE
Bërg-ouwe	NE
Bërgelîn	NE
Bërglern	NE
Bërht-hèr	NE
Bërht-ram	NE
Bërhta	NE
Bërhte	NE
Bërhter	NE
Bërhtolt	NE
Bërn	NE
Bërn-gêr	NE
Bërn-hart	NE
Bërn-hartes-dorf	NE
Bërn-hartus	NE
Bërn-koven	NE
Bërne	NE
Bërne 	NE
Bërner(e)	NA
Bërnhart	NE
Bërte	NE
Bërthe	NE
Bërthold	NE
Bërtholt	NE
Bërtolt	NE
Bërtolv	NE
Bërtram	NE
Bërtschi	NE
Bëte-bûr	NE
Bëtting-hoven	NE
Bîchling	NA
Bîle	NE
Bîlstèin	NE
Bîlâs	NE
Bôlan	NE
Bôs-dorf	NE
Bôzen	NE
Böckel	NE
Böl(e)n-hover(e)	NA
Bömunt	NE
Böschelîn	NE
Böschen-brüèl	NE
Bû-mann	NE
Bûtîn	NE
Bürge-tor	NE
Bürgi	NE
Büschel-mann	NE
Bütericher	NE
CC	FM
Cacasus	NE
Cades	NE
Caefurna	NE
Caesar	NE;FM
Caesare	FM
Caesarea	NE;FM
Caffata	NE
Caforte	NE
Calabria	NE
Calaria	NE
Calcas	NE
Calcedonie	NE
Calcedonien-land	NE
Caldea	NE
Caleph	NE
Calimachus	NE
Calipsa	NE
Calocerius	FM
Calpia	NE
Calvaria	NE;FM
Cam	NE
Cambenic	NE
Campania	FM
Campanie	NE
Cana	NE
Canaan	NE
Cananea	NE
Cananeus	NE
Candace	NE
Candacia	NE
Candacis	NE
Candaulis	NE
Candaulus	NE
Candida	NE
Canopea	NE
Canopus	NE
Cantipus	NE
Canzianus	NE
Capadie	NE
Capadocia	NE
Capador	NE
Capadoria	NE
Capelle	NE
Capua	NE
Caracter	NE
Carbone	NE
Cardionës	NE
Caria	NE
Caribdis	NE
Caricius	NE
Carinus	NE
Carmelus	NE
Carmetes	NE
Caspar	NE
Caspen-Porten	NE
Caspion	NE
Caspus	NE
Cassandra	NE
Cassian	NE
Cassibilaus	NE
Castitas	NE
Castor	NE
Castula	FM
Castulus	NE
Catinus	NE
Cato	NE
Cecilia	NE
Cecilie	NE
Ceciljen-land	NE
Cedar	NE
Cedius	NE
Cedron	NE
Cedâr	NE
Celestinus	NE
Celidis	NE
Celidomas	NE
Celidonias	NE
Celilia	NE
Celina	NE
Celsius	NE;FM
Cenonensis	NE
Centipus	NE
Centurio	NE
Cenubelis	NE
Cenubilës	NE
Cernubiles	NE
Cesari	FM
Cetim	NE
Ceusis	NE
Chabri	NE
Chaldaea	NE
Chaldea	NE
Chaldeus	NE
Chaldèi	NE
Cham	NE
Chananeus	NE
Charmi	NE
Cherub	NE
Cherubin	NE
Cherubîn	NE
Chorintia	NE
Chorrozani	NA
Chorê	NE
Chrisostomus	NE
Christian	NE
Christianus	NE
Christine	NE
Christiân	NE
Christoffel	NE
Christophorus	NE
Christus	NE;NA;FM
Chromatius	NE
Chusi	NE
Chyron	NE
Cicero	--
Cicia	NE
Cicillanor	NE
Cicirôn	NE
Ciclops	NA
Cicrops	NE
Cilicia	NE
Ciprus	NE
Circe	NE
Ciriacus	NE
Cirilla	NE
Ciriones	NE
Cirrus	NE
Cirus	NE
Citels	NE
Citherus	NE
Clamersê	NE
Clapamorses	NE
Clareanus	NE
Clargirz	NE
Clargis	NE
Claricia	NE
Clariens	NE
Clarmîe	NE
Clauditte	NE
Claudius	NE
Claugestian	NE
Clemens	NE
Cleopatra	NE
Cleophas	NE
Climona	NE
Clinsor	NE
Clitemestra	NE
Clotus	FM
Clâmidê	NE
Clâri(n)schanze	NE
Cochinum	NE
Cointa	FM
Colchos	NE
Colmar	NE
Colonensis	FM
Colonia	NE
Colonja	NE
Colonjâ	NE
Colophon	NE
Columba	NE
Commercy	NE
Compostella	NE
Concordia	NE
Concordius	NE
Conia	NE
Conlatinus	NE
Conradus	FM
Constantinopel	NE
Constantinopolis	NE
Constantinopolitana	NE
Constantinus	NE
Constantius	NE
Constantîn	NE
Constantînus	NE
Constanze	NE
Copsinum	NE
Corban	NE
Corbona	NE
Corby	NE
Corderes	NE
Corders	NE
Corintia	NE
Corintus	NE
Corinêis	NE
Cornancîe	NE
Cornelius	NE;FM
Corneljus	NE
Cornelîus	NE
Cosdras	NE
Cosmas	NE
Coticus	FM
Craton	NE
Cratonius	FM
Crelus	NE
Crepeus	NE
Crescentia	NE
Crescentîâ	NE
Creszenz	NE
Creusa	NE
Crippia	NE
Crises	NE
Crisogonus	NE
Crisora	NE
Crisos	NE
Crispus	NE
Crocagensis	NE
Cruselere	NE
Crâthôn	NE
Crâtôn	NE
Crête	NE;NA
Crëscens	NE
Cundrîe	NE
Cundwîr~âmûrs	NE
Cupesus	NE
Cur	NE
Curlenes	NE
Curnewâle	NE
Cursabile	NE
Cursable	NE
Curus	NE
Curvenâl	NE
Cus	NE
Cyneras	NE
Cypre	NE
Cyprianus	NE
Cyprus	NE;FM
Cyrene	NE
Cyriacus	NE
Cyrillus	NE;FM
Cyrin	NE
Cyrinus	NE
Cyrus	NE
Cytes	NE
Cythia	NE
Cytia	NE;FM
Cytrinus	NE
Câto	NE
Cæsar	NE
Cæsarea	NE
Cècilia	NE
Cèlle	NE
Cèndebeus	NE
Cêcilje	NE
Cêlêôn	NE
Cêsar	NE
Cërberus	NE
Cîteaux	NE
D	--
Daclym	NE
Dafrosa	FM
Dagon	NE
Dahs	NE
Dalen	NE
Dalida	NE
Dalila	NE
Dalmanutha	NE
Dalmazia	NE
Dalvergie	NE
Damas	NE
Damascus	NE
Damaske	NE
Damaskus	NE
Damianus	NE;FM
Damor	NE
Dan	NE
Danais	NE
Dania	NE
Daniel	NE
Dank	NE
Dank-rât	NE
Dank-wart	NE
Dardanides	NE
Dares	NE
Darion	NE
Darius	NE
Darkania	NE
Dasch-bach	NE
Dasch-bacher(e)	NA
Dassel	NE
Datan	NE
Dathan	NE
Datianus	NE
Davalûn	NE
Daver-bërg	NE
David	NE
Davîd	NE
Dayron	NE
Decentîus	NE
Decianus	NE
Decius	NE
Dede	NE
Degiô	NE
Deiphebus	NE
Delkelnhèim	NE
Delon	NE
Delos	NE
Delphos	NE
Demetrius	NE
Demophon	NE
Demplës	NE
Denking	NA
Denzenrode	NE
Derinouwe	NE
Dern	NE
Desiderius	FM
Deusen	NE
Deuteronomium	NE;FM
Develîn	NE
Diana	NE
Diascordes	NE
Dicke	--
Didaschali	NE
Didendorf	NE
Didimus	NE
Dietbirga	NE
Dieto	NE
Diez	NE
Digna	NE
Dilen	NE
Dilinger(e)	NA
Dill	NE
Dimas	NE
Dimatzfürt	NE
Dimena	NE
Dimothênes	NE
Dina	NE
Dinasdanres	NE
Dingolfing	NE
Diocletianus	NE
Dioclêtîânus	NE
Diokletianus	NE
Diomedea	NE
Diomedes	NE
Dionisien	NE
Dionisius	NE
Dionysios	NE
Diopargite	NE
Dioscorius	NE
Dioscorus	NE
Dirmestèin	NE
Dismas	NE
Disternich	NE
Ditmehûsen	NE
Ditz	NE
Diusburg	NE
Diuse-burg	NE
Diut(i)sch-lant	NE
Diut(i)sche	NA
Diutsch-lant	NE
Diutze	NE
Diuze	NE
Dizelîn	NE
Dièbald	NE
Dièbolt	NE
Dièdenhoven	NE
Dièmut	NE
Dièpach	NE
Dièpolt	NE
Dièt(e)-rîch	NE
Dièt(e)rich	NE
Dièt-bald	NE
Dièt-hèr	NE
Dièt-hëlm	NE
Dièt-lèib	NE
Dièt-market	NE
Dièt-muot	NE
Dièt-mâr	NE
Diètbrëht	NE
Diète	NE
Diètel	NE
Dièten-bach	NE
Dièten-hofen	NE
Dièten-hoven	NE
Dièterich	NE
Dièthart	NE
Dièther	NE
Dièthèr	NE
Diètmar	NE
Diètmâr	NE
Diètrich	NE
Diètrîch	NE
Dièzen	NE
Dièzer(e)	NA
Dièzolt	NE
Dièzâre	NE
Dodineas	NE
Dodines	NE
Doech	NE
Dok	NE
Dollendorf	NE
Dolodageles	NE
Dolon	NE
Dolèis	NE
Domekretius	NE
Domenicus	NE
Domerius	NE
Domicianus	NE
Domicius	NE
Dominicus	NE
Dominikus	NE
Dominkus	NE
Dominus	FM
Domitianus	FM
Domâs	NE
Domîcîânus	NE
Donald	NE
Donatilla	NE
Donatus	NE;FM
Donion	NE
Doriun	NE
Dorkanivessen	NE
Dormalôte	NE
Dormus	NE
Dorn-burg	NE
Dorneswîler	NE
Doroschalcus	NE
Dorothea	NE;FM
Dorswîler	NE
Dothèim	NE
Drivels	NE
Drièdorf	NE
Droune	NE
